item,itemLabel,itemDescription,gender,genderLabel,dob,dobPrecision,dod,dodPrecision
Q349826,Adam Ingram,SNP politician (born 1951),Q6581097,male,1951-05-01T00:00:00Z,11,,
Q405017,Aileen Campbell,Scottish politician (born 1980),Q6581072,female,1980-05-18T00:00:00Z,11,,
Q405025,Aileen McLeod,Scottish politician (born 1971),Q6581072,female,1971-08-24T00:00:00Z,11,,
Q559634,Alasdair Allan,Scottish politician (born 1971),Q6581097,male,1971-05-06T00:00:00Z,11,,
Q1669774,Alasdair Morrison,British politician (born 1968),Q6581097,male,1968-11-18T00:00:00Z,11,,
Q1515752,Alex Neil,Scottish politician (born 1951),Q6581097,male,1951-08-22T00:00:00Z,11,,
Q10652,Alex Salmond,Scottish National Party politician and former First Minister of Scotland (born 1954),Q6581097,male,1954-12-31T00:00:00Z,11,,
Q505043,"Andrew Hardie, Baron Hardie",British judge (born 1946),Q6581097,male,1946-01-08T00:00:00Z,11,,
Q4758462,"Andrew Rutherfurd, Lord Rutherfurd",British politician,Q6581097,male,1791-01-01T00:00:00Z,9,1854-01-01T00:00:00Z,9
Q526409,Andy Kerr,Scottish politician (born 1962),Q6581097,male,1962-03-17T00:00:00Z,11,,
Q524077,Angela Constance,Scottish politician (born 1970),Q6581072,female,1970-07-15T00:00:00Z,11,,
Q544484,Angus MacKay,politician (born 1964),Q6581097,male,1964-01-01T00:00:00Z,10,,
Q480184,Angus Robertson,British politician (born 1969),Q6581097,male,1969-09-28T00:00:00Z,11,,
Q564093,Annabelle Ewing,British politician (born 1960),Q6581072,female,1960-08-20T00:00:00Z,11,,
Q570298,Brian Adam,Scottish politician (1948-2013),Q6581097,male,1948-06-10T00:00:00Z,11,2013-04-25T00:00:00Z,11
Q338231,Brian Wilson,Labour politician in the United Kingdom (born 1948),Q6581097,male,1948-12-13T00:00:00Z,11,,
Q559391,Bruce Crawford,Scottish politician (born 1955),Q6581097,male,1955-02-16T00:00:00Z,11,,
Q5024038,Calum MacDonald,British politician (born 1956),Q6581097,male,1956-05-07T00:00:00Z,11,,
Q727460,Cathy Jamieson,British politician (born 1956),Q6581072,female,1956-11-03T00:00:00Z,11,,
Q5075367,"Charles Baillie, Lord Jerviswoode",British politician,Q6581097,male,1804-11-03T00:00:00Z,11,1879-07-23T00:00:00Z,11
Q1108359,"Colin Boyd, Baron Boyd of Duncansby",Scottish judge (born 1953),Q6581097,male,1953-06-07T00:00:00Z,11,,
Q1200058,Derek Mackay,Scottish politician (born 1977),Q6581097,male,1977-07-30T00:00:00Z,11,,
Q333158,Donald Dewar,"Scottish politician, 1st First Minister of Scotland (in office from 1999 to 2000)",Q6581097,male,1937-08-21T00:00:00Z,11,2000-10-11T00:00:00Z,11
Q1240108,"Donald Mackay, Baron Mackay of Drumadoon",British judge (1946-2018),Q6581097,male,1946-01-03T00:00:00Z,11,2018-08-21T00:00:00Z,11
Q1240108,"Donald Mackay, Baron Mackay of Drumadoon",British judge (1946-2018),Q6581097,male,1946-01-30T00:00:00Z,11,2018-08-21T00:00:00Z,11
Q5361723,Elish Angiolini,Scottish lawyer,Q6581072,female,1960-06-24T00:00:00Z,11,,
Q559022,Fergus Ewing,Scottish politician (born 1957),Q6581097,male,1957-09-23T00:00:00Z,11,,
Q1418512,Fiona Hyslop,Scottish politician (born 1964),Q6581072,female,1964-08-01T00:00:00Z,11,,
Q5881202,"Francis Jeffrey, Lord Jeffrey","Scottish politician, judge, literary critic (1773-1850)",Q6581097,male,1773-10-23T00:00:00Z,11,1850-01-26T00:00:00Z,11
Q1443752,Frank McAveety,Scottish politician (born 1962),Q6581097,male,1962-07-27T00:00:00Z,11,,
Q5543250,"George Patton, Lord Glenalmond",Scottish politician and judge,Q6581097,male,1803-01-01T00:00:00Z,9,1869-09-20T00:00:00Z,11
Q335351,"Henry Dundas, 1st Viscount Melville",Scottish advocate and politician (1742-1811),Q6581097,male,1742-04-28T00:00:00Z,11,1811-05-28T00:00:00Z,11
Q333820,Henry McLeish,former First Minister of Scotland (born 1948),Q6581097,male,1948-06-15T00:00:00Z,11,,
Q5931093,Hugh Henry,Scottish Labour politician and Member of the Scottish Parliament (born 1952),Q6581097,male,1952-02-12T00:00:00Z,11,,
Q174924,Humza Yousaf,Scottish politician (born 1985),Q6581097,male,1985-04-07T00:00:00Z,11,,
Q1421398,Iain Gray,Scottish politician (born 1957),Q6581097,male,1957-06-07T00:00:00Z,11,,
Q132040,Jack McConnell,politician (born 1960),Q6581097,male,1960-06-30T00:00:00Z,11,,
Q544729,Jackie Baillie,British politician (born 1964),Q6581072,female,1964-01-15T00:00:00Z,11,,
Q336480,"James Mackay, Baron Mackay of Clashfern","Lord Chancellor, 1987-1997",Q6581097,male,1927-07-02T00:00:00Z,11,,
Q6139888,"James Moncreiff, 1st Baron Moncreiff",Scottish lawyer and politician,Q6581097,male,1811-11-29T00:00:00Z,11,1895-04-27T00:00:00Z,11
Q333807,"Jim Wallace, Baron Wallace of Tankerness",British politician (born 1954),Q6581097,male,1954-08-25T00:00:00Z,11,,
Q1612012,Joe FitzPatrick,Scottish politician (born 1967),Q6581097,male,1967-04-01T00:00:00Z,11,,
Q6240785,John Inglis,Scottish politician and judge,Q6581097,male,1810-08-21T00:00:00Z,11,1891-08-20T00:00:00Z,11
Q6248044,John McLaren,Scottish Liberal politician and judge,Q6581097,male,1831-08-17T00:00:00Z,11,1910-04-06T00:00:00Z,11
Q333811,John Swinney,Deputy First Minister of Scotland (born 1964),Q6581097,male,1964-04-13T00:00:00Z,11,,
Q24039479,Kate Forbes,Scottish politician (born 1990),Q6581072,female,1990-04-06T00:00:00Z,11,,
Q1738042,Keith Brown,Scottish politician (born 1961),Q6581097,male,1961-12-20T00:00:00Z,11,,
Q983174,Kenny MacAskill,Scottish politician (born 1958),Q6581097,male,1958-04-28T00:00:00Z,11,,
Q467097,Linda Fabiani,Scottish politician (born 1956),Q6581072,female,1956-12-14T00:00:00Z,11,,
Q24014894,Mairi Gougeon,Scottish politician (born 1985),Q6581072,female,1985-04-23T00:00:00Z,11,,
Q1886983,Malcolm Chisholm,British politician (born 1949),Q6581097,male,1949-03-07T00:00:00Z,11,,
Q289184,Margaret Burgess,Scottish politician (born 1949),Q6581072,female,1949-12-07T00:00:00Z,11,,
Q291748,Margaret Curran,British politician (born 1958),Q6581072,female,1958-11-24T00:00:00Z,11,,
Q540381,Maureen Watt,Scottish politician (born 1951),Q6581072,female,1951-06-23T00:00:00Z,11,,
Q121780,Michael Matheson,Scottish politician (born 1970),Q6581097,male,1970-09-08T00:00:00Z,11,,
Q1929110,Michael Russell,"Politician, television producer and director, author. (born 1953)",Q6581097,male,1953-08-09T00:00:00Z,11,,
Q1929744,"Mike Watson, Baron Watson of Invergowrie",British politician and Baron (born 1949),Q6581097,male,1949-05-01T00:00:00Z,11,,
Q333630,"Nicol Stephen, Baron Stephen",British politician (born 1960),Q6581097,male,1960-03-23T00:00:00Z,11,,
Q467112,Nicola Sturgeon,5th First Minister of Scotland and Leader of the Scottish National Party,Q6581072,female,1970-07-19T00:00:00Z,11,,
Q2057182,Patricia Ferguson,British politician (born 1958),Q6581072,female,1958-09-24T00:00:00Z,11,,
Q2074969,"Peter Fraser, Baron Fraser of Carmyllie",Scottish politician and advocate (1945-2013),Q6581097,male,1945-05-29T00:00:00Z,11,2013-06-22T00:00:00Z,11
Q2077496,Peter Peacock,British politician (born 1952),Q6581097,male,1952-05-27T00:00:00Z,11,,
Q544064,Rhona Brankin,Scottish politician,Q6581072,female,1950-01-19T00:00:00Z,11,,
Q1490268,Richard Lochhead,Scottish politician (born 1969),Q6581097,male,1969-05-24T00:00:00Z,11,,
Q333953,Roseanna Cunningham,Scottish politician (born 1951),Q6581072,female,1951-07-27T00:00:00Z,11,,
Q2167587,Ross Finnie,British politician (born 1947),Q6581097,male,1947-02-11T00:00:00Z,11,,
Q2216457,Sam Galbraith,British politician (1945-2014),Q6581097,male,1945-10-18T00:00:00Z,11,2014-08-18T00:00:00Z,11
Q544089,Sarah Boyack,Scottish politician (born 1961),Q6581072,female,1961-05-16T00:00:00Z,11,,
Q2279359,Shirley-Anne Somerville,Scottish politician (born 1974),Q6581072,female,1974-09-02T00:00:00Z,11,,
Q444675,Shona Robison,Scottish politician (born 1966),Q6581072,female,1966-05-26T00:00:00Z,11,,
Q1710696,Stewart Maxwell,Scottish politician (born 1963),Q6581097,male,1963-12-24T00:00:00Z,11,,
Q559613,Stewart Stevenson,Scottish politician (born 1946),Q6581097,male,1946-10-15T00:00:00Z,11,,
Q544755,Susan Deacon,"Politician, academic (born 1964)",Q6581072,female,1964-02-02T00:00:00Z,11,,
Q1339371,Tavish Scott,British politician (born 1966),Q6581097,male,1966-05-06T00:00:00Z,11,,
Q7816757,Tom McCabe,British politician (1954-2015),Q6581097,male,1954-04-28T00:00:00Z,11,2015-04-19T00:00:00Z,11
Q511689,Wendy Alexander,former Scottish politician (born 1963),Q6581072,female,1963-06-27T00:00:00Z,11,,
Q1766037,William Watson,British politician,Q6581097,male,1827-08-25T00:00:00Z,11,1899-09-14T00:00:00Z,11
Q1766037,William Watson,British politician,Q6581097,male,1828-01-01T00:00:00Z,9,1899-09-14T00:00:00Z,11
